,bib,id,name,q_rank,q_speed,q_split1,q_split2,q_split3,q_split4,q_split5,q_start,q_start_rev,q_status,uci,q_points,r_points,rank,speed,split1,split2,split3,split4,split5,start,start_rev,status,points,qr_diff,q_split1_rank,q_split1_vs_best,q_split1_vs_winner,q_split2_rank,q_split2_vs_best,q_split2_vs_winner,q_split2_sector,q_split2_sector_rank,q_split2_sector_vs_best,q_split2_sector_vs_winner,q_split3_rank,q_split3_vs_best,q_split3_vs_winner,q_split3_sector,q_split3_sector_rank,q_split3_sector_vs_best,q_split3_sector_vs_winner,q_split4_rank,q_split4_vs_best,q_split4_vs_winner,q_split4_sector,q_split4_sector_rank,q_split4_sector_vs_best,q_split4_sector_vs_winner,q_split5_rank,q_split5_vs_best,q_split5_vs_winner,q_split5_sector,q_split5_sector_rank,q_split5_sector_vs_best,q_split5_sector_vs_winner,split1_rank,split1_vs_best,split1_vs_winner,split2_rank,split2_vs_best,split2_vs_winner,split2_sector,split2_sector_rank,split2_sector_vs_best,split2_sector_vs_winner,split3_rank,split3_vs_best,split3_vs_winner,split3_sector,split3_sector_rank,split3_sector_vs_best,split3_sector_vs_winner,split4_rank,split4_vs_best,split4_vs_winner,split4_sector,split4_sector_rank,split4_sector_vs_best,split4_sector_vs_winner,split5_rank,split5_vs_best,split5_vs_winner,split5_sector,split5_sector_rank,split5_sector_vs_best,split5_sector_vs_winner,speed_ms,speed_ms_vs_best,speed_rank,q_speed_rank,BirthDate,CategoryCode,FamilyName,GivenName,Id,Nation,Outfit,PrintName,Protected,RaceId,RaceNr,ScoreboardName,StartOrder,StartTime,UciCode,UciRank,UciRiderId,UciTeamCode,UciTeamId,UciTeamName,WorldCupRank,Age
0,5,2005,SEAGRAVE Tahnee,2,51.4,54.863,96.321,139.807,188.358,222.727,5,30,Finished,10007414016,40.0,200.0,1.0,34.36,52.713,93.398,136.181,183.36,216.082,14.0,2.0,Finished,240.0,-6.64500000000001,3.0,0.13600000000000279,0.0,3.0,1.1159999999999997,0.0,41.458,3.0,0.9799999999999969,0.0,3.0,0.9759999999999991,0.0,43.48599999999999,2.0,0.7069999999999794,0.0,2.0,1.4680000000000177,0.0,48.551000000000016,2.0,0.49200000000001864,0.0,2.0,2.413000000000011,0.0,34.369,2.0,0.9449999999999932,0.0,1.0,0.0,0.0,1.0,0.0,0.0,40.684999999999995,4.0,0.4299999999999997,0.0,1.0,0.0,0.0,42.783000000000015,2.0,0.7490000000000094,0.0,1.0,0.0,0.0,47.179,1.0,0.0,0.0,1.0,0.0,0.0,32.72199999999998,2.0,0.6009999999999707,0.0,9.544444444444444,1.230555555555556,14.0,4.0,1995-06-15T00:00:00,WE,SEAGRAVE,Tahnee,1196298715793638,GBR,,SEAGRAVE Tahnee,False,0,5,SEAGRAVE T,5,48720000,GBR19950615,3,10007414016,FMD,1863,TRANSITION BIKES / FMD FACTORY RACING,5,23
1,1,2001,HANNAH Tracey,1,52.34,54.727,95.205,138.831,186.89,220.314,1,34,Finished,10003732258,50.0,160.0,2.0,33.42,53.339,93.594,136.925,184.654,216.775,15.0,1.0,Finished,210.0,-3.5389999999999873,1.0,0.0,-0.13600000000000279,1.0,0.0,-1.1159999999999997,40.478,1.0,0.0,-0.9799999999999969,1.0,0.0,-0.9759999999999991,43.62599999999999,3.0,0.84699999999998,0.14000000000000057,1.0,0.0,-1.4680000000000177,48.059,1.0,0.0,-0.49200000000001864,1.0,0.0,-2.413000000000011,33.42400000000001,1.0,0.0,-0.9449999999999932,3.0,0.6259999999999977,0.6259999999999977,2.0,0.19599999999999795,0.19599999999999795,40.254999999999995,1.0,0.0,-0.4299999999999997,3.0,0.7439999999999998,0.7439999999999998,43.33100000000002,3.0,1.2970000000000113,0.5480000000000018,2.0,1.2939999999999827,1.2939999999999827,47.728999999999985,2.0,0.549999999999983,0.549999999999983,2.0,0.693000000000012,0.693000000000012,32.12100000000001,1.0,0.0,-0.6009999999999707,9.283333333333335,1.4916666666666654,15.0,2.0,1988-06-13T00:00:00,WE,HANNAH,Tracey,1196298715793634,AUS,WCL,HANNAH Tracey,False,0,1,HANNAH T,1,48600000,AUS19880613,2,10003732258,URT,1608,POLYGON UR,1,30
2,2,2002,NICOLE Myriam,4,52.34,54.788,95.301,139.287,190.674,226.851,2,33,Finished,10004535237,25.0,140.0,3.0,36.17,53.24,93.921,137.521,185.418,218.582,12.0,4.0,Finished,165.0,-8.269000000000005,2.0,0.06099999999999994,-0.07500000000000284,2.0,0.09600000000000364,-1.019999999999996,40.513000000000005,2.0,0.035000000000003695,-0.9449999999999932,2.0,0.4560000000000173,-0.5199999999999818,43.986000000000004,5.0,1.2069999999999936,0.5000000000000142,3.0,3.7840000000000202,2.3160000000000025,51.387,5.0,3.328000000000003,2.8359999999999843,4.0,6.537000000000006,4.123999999999995,36.17699999999999,8.0,2.752999999999986,1.8079999999999927,2.0,0.527000000000001,0.527000000000001,3.0,0.5230000000000103,0.5230000000000103,40.681000000000004,3.0,0.42600000000000904,-0.003999999999990678,4.0,1.339999999999975,1.339999999999975,43.59999999999998,4.0,1.565999999999974,0.8169999999999646,4.0,2.0579999999999927,2.0579999999999927,47.89700000000002,3.0,0.7180000000000177,0.7180000000000177,3.0,2.5,2.5,33.16399999999999,3.0,1.042999999999978,0.4420000000000073,10.047222222222222,0.7277777777777779,8.0,2.0,1990-02-08T00:00:00,WE,NICOLE,Myriam,1196298715793635,FRA,NCh,NICOLE Myriam,False,0,2,NICOLE M,2,48630000,FRA19900208,4,10004535237,CVN,1590,COMMENCAL / VALLNORD,2,28
3,4,2004,CARPENTER Manon,3,53.06,54.982,97.264,140.043,191.645,226.397,4,31,Finished,10007368546,30.0,125.0,4.0,34.75,53.561,94.21,136.244,185.207,219.027,13.0,3.0,Finished,155.0,-7.3700000000000045,4.0,0.25500000000000256,0.11899999999999977,4.0,2.0589999999999975,0.9429999999999978,42.282,5.0,1.803999999999995,0.8239999999999981,4.0,1.2120000000000175,0.23600000000001842,42.77900000000001,1.0,0.0,-0.7069999999999794,4.0,4.755000000000024,3.287000000000006,51.602000000000004,6.0,3.5430000000000064,3.0509999999999877,3.0,6.082999999999998,3.6699999999999875,34.75199999999998,4.0,1.3279999999999745,0.38299999999998136,4.0,0.847999999999999,0.847999999999999,4.0,0.8119999999999976,0.8119999999999976,40.648999999999994,2.0,0.39399999999999835,-0.036000000000001364,2.0,0.06299999999998818,0.06299999999998818,42.034000000000006,1.0,0.0,-0.7490000000000094,3.0,1.84699999999998,1.84699999999998,48.962999999999994,4.0,1.7839999999999918,1.7839999999999918,4.0,2.944999999999993,2.944999999999993,33.81999999999999,6.0,1.6989999999999839,1.0980000000000132,9.652777777777779,1.1222222222222218,12.0,1.0,1993-03-11T00:00:00,WE,CARPENTER,Manon,1196298715793637,GBR,,CARPENTER Manon,False,0,4,CARPENTER M,4,48690000,GBR19930311,5,10007368546,RFD,1170,RADON FACTORY DOWNHILL TEAM,4,25
4,6,2006,SIEGENTHALER Emilie,6,49.07,57.349,99.765,145.227,195.677,231.577,6,29,Finished,10004167243,16.0,110.0,5.0,35.9,55.22,96.663,141.404,190.824,224.136,10.0,6.0,Finished,126.0,-7.4410000000000025,9.0,2.622,2.485999999999997,6.0,4.560000000000002,3.4440000000000026,42.416000000000004,6.0,1.9380000000000024,0.9580000000000055,6.0,6.396000000000015,5.420000000000016,45.462,11.0,2.6829999999999927,1.9760000000000133,6.0,8.787000000000006,7.318999999999988,50.44999999999999,4.0,2.390999999999991,1.8989999999999725,6.0,11.263000000000005,8.849999999999994,35.900000000000006,7.0,2.475999999999999,1.531000000000006,5.0,2.506999999999998,2.506999999999998,5.0,3.2650000000000006,3.2650000000000006,41.443,5.0,1.1880000000000024,0.7580000000000027,5.0,5.222999999999985,5.222999999999985,44.741,10.0,2.7069999999999936,1.9579999999999842,5.0,7.463999999999999,7.463999999999999,49.420000000000016,6.0,2.241000000000014,2.241000000000014,5.0,8.054000000000002,8.054000000000002,33.31199999999998,4.0,1.190999999999974,0.5900000000000034,9.972222222222221,0.8027777777777789,9.0,9.0,1986-09-19T00:00:00,WE,SIEGENTHALER,Emilie,1196298715793639,SUI,,SIEGENTHALER Emilie,False,0,6,SIEGENTHALER,6,48750000,SUI19860919,12,10004167243,PFT,1864,PIVOT FACTORY RACING,6,31
5,18,2018,MARCELLINI Alia,7,48.56,57.339,100.622,145.502,197.749,233.508,17,18,Finished,10006825649,14.0,95.0,6.0,35.75,55.659,97.348,141.714,191.353,225.497,9.0,7.0,Finished,109.0,-8.010999999999996,8.0,2.612000000000002,2.475999999999999,8.0,5.417000000000002,4.301000000000002,43.283,8.0,2.8049999999999997,1.8250000000000028,7.0,6.671000000000021,5.695000000000022,44.88000000000001,9.0,2.100999999999999,1.3940000000000197,7.0,10.859000000000009,9.390999999999991,52.246999999999986,8.0,4.187999999999988,3.6959999999999695,7.0,13.194000000000017,10.781000000000006,35.759000000000015,6.0,2.335000000000008,1.3900000000000148,6.0,2.945999999999998,2.945999999999998,6.0,3.950000000000003,3.950000000000003,41.689,7.0,1.4340000000000046,1.0040000000000049,6.0,5.532999999999987,5.532999999999987,44.366,8.0,2.3319999999999936,1.5829999999999842,6.0,7.992999999999995,7.992999999999995,49.63900000000001,7.0,2.460000000000008,2.460000000000008,6.0,9.41500000000002,9.41500000000002,34.144000000000005,9.0,2.022999999999996,1.4220000000000255,9.930555555555555,0.844444444444445,10.0,10.0,1991-07-11T00:00:00,WE,MARCELLINI,Alia,1196298715793650,ITA,,MARCELLINI Alia,False,0,18,MARCELLINI A,17,49080000,ITA19910711,15,10006825649,,0,,0,26
6,7,2007,CHARRE Morgane,9,47.96,57.154,100.264,146.36,198.454,235.084,7,28,Finished,10006509690,10.0,80.0,7.0,36.63,55.837,98.295,142.454,192.835,226.714,7.0,9.0,Finished,90.0,-8.370000000000005,7.0,2.4270000000000067,2.291000000000004,7.0,5.0589999999999975,3.942999999999998,43.10999999999999,7.0,2.631999999999991,1.651999999999994,9.0,7.529000000000025,6.553000000000026,46.09600000000002,13.0,3.3170000000000073,2.610000000000028,9.0,11.564000000000021,10.096000000000004,52.093999999999994,7.0,4.034999999999997,3.542999999999978,9.0,14.77000000000001,12.357,36.629999999999995,11.0,3.205999999999989,2.2609999999999957,8.0,3.1240000000000023,3.1240000000000023,9.0,4.897000000000006,4.897000000000006,42.458,10.0,2.203000000000003,1.7730000000000032,7.0,6.272999999999996,6.272999999999996,44.159000000000006,6.0,2.125,1.3759999999999906,8.0,9.474999999999994,9.474999999999994,50.381,8.0,3.201999999999998,3.201999999999998,7.0,10.632000000000005,10.632000000000005,33.87899999999999,8.0,1.7579999999999814,1.1570000000000107,10.175,0.5999999999999996,5.0,12.0,1990-06-09T00:00:00,WE,CHARRE,Morgane,1196298715793640,FRA,,CHARRE Morgane,False,0,7,CHARRE M,7,48780000,FRA19900609,9,10006509690,BGM,1936,BERGAMONT FACTORY TEAM,7,28
7,10,2010,CABIROU Marine,10,51.45,57.865,102.847,146.7,199.294,235.991,10,25,Finished,10009563069,5.0,70.0,8.0,36.69,57.003,99.188,142.905,192.029,227.037,6.0,10.0,Finished,75.0,-8.954000000000008,10.0,3.1380000000000052,3.0020000000000024,10.0,7.641999999999996,6.525999999999996,44.98199999999999,10.0,4.503999999999991,3.523999999999994,10.0,7.869,6.893000000000001,43.852999999999994,4.0,1.0739999999999839,0.36700000000000443,10.0,12.404000000000025,10.936000000000007,52.59400000000002,10.0,4.535000000000025,4.043000000000006,10.0,15.677000000000021,13.26400000000001,36.697,12.0,3.272999999999996,2.328000000000003,13.0,4.289999999999999,4.289999999999999,10.0,5.790000000000006,5.790000000000006,42.185,8.0,1.9300000000000068,1.500000000000007,9.0,6.7239999999999895,6.7239999999999895,43.717,5.0,1.6829999999999927,0.9339999999999833,7.0,8.668999999999983,8.668999999999983,49.123999999999995,5.0,1.9449999999999932,1.9449999999999932,8.0,10.955000000000013,10.955000000000013,35.00800000000001,11.0,2.8870000000000005,2.28600000000003,10.191666666666666,0.5833333333333339,4.0,3.0,1997-03-12T00:00:00,WE,CABIROU,Marine,1196298715793643,FRA,,CABIROU Marine,False,0,10,CABIROU M,10,48870000,FRA19970312,6,10009563069,VVR,2096,VV RACING,10,21
8,9,2009,FARINA Eleonora,5,50.77,56.695,98.755,143.381,193.198,227.746,9,26,Finished,10010007855,20.0,60.0,9.0,34.54,55.814,98.257,143.084,193.649,227.418,11.0,5.0,Finished,80.0,-0.32800000000000296,5.0,1.9680000000000035,1.8320000000000007,5.0,3.549999999999997,2.4339999999999975,42.059999999999995,4.0,1.5819999999999936,0.6019999999999968,5.0,4.550000000000011,3.5740000000000123,44.626000000000005,7.0,1.8469999999999942,1.1400000000000148,5.0,6.308000000000021,4.840000000000003,49.81700000000001,3.0,1.7580000000000098,1.2659999999999911,5.0,7.432000000000016,5.0190000000000055,34.548,3.0,1.1239999999999952,0.17900000000000205,7.0,3.100999999999999,3.100999999999999,8.0,4.859000000000009,4.859000000000009,42.443000000000005,9.0,2.1880000000000095,1.7580000000000098,10.0,6.902999999999992,6.902999999999992,44.827,11.0,2.792999999999992,2.0439999999999827,9.0,10.288999999999987,10.288999999999987,50.565,9.0,3.3859999999999957,3.3859999999999957,9.0,11.336000000000013,11.336000000000013,33.769000000000005,5.0,1.6479999999999961,1.0470000000000255,9.594444444444445,1.1805555555555554,13.0,5.0,1990-11-27T00:00:00,WE,FARINA,Eleonora,1196298715793642,ITA,CCh,FARINA Eleonora,False,0,9,FARINA E,9,48840000,ITA19901127,7,10010007855,GBM,2231,GB RIFAR MONDRAKER ASD,9,27
9,17,2017,HRASTNIK Monika,8,49.52,57.137,101.092,145.902,198.273,234.876,16,19,Finished,10017602955,12.0,55.0,10.0,36.6,56.255,97.908,142.532,194.574,229.358,8.0,8.0,Finished,67.0,-5.518000000000001,6.0,2.4100000000000037,2.274000000000001,9.0,5.8870000000000005,4.771000000000001,43.955,9.0,3.4769999999999968,2.497,8.0,7.070999999999998,6.094999999999999,44.80999999999999,8.0,2.0309999999999775,1.323999999999998,8.0,11.38300000000001,9.914999999999992,52.37100000000001,9.0,4.312000000000012,3.819999999999993,8.0,14.562000000000012,12.149000000000001,36.60300000000001,10.0,3.179000000000002,2.234000000000009,10.0,3.5420000000000016,3.5420000000000016,7.0,4.510000000000005,4.510000000000005,41.653,6.0,1.3980000000000032,0.9680000000000035,8.0,6.350999999999999,6.350999999999999,44.62400000000001,9.0,2.5900000000000034,1.840999999999994,10.0,11.213999999999999,11.213999999999999,52.042,12.0,4.8629999999999995,4.8629999999999995,10.0,13.27600000000001,13.27600000000001,34.78399999999999,10.0,2.6629999999999825,2.062000000000012,10.166666666666668,0.6083333333333325,6.0,8.0,1994-06-07T00:00:00,WE,HRASTNIK,Monika,1196298715793649,SLO,,HRASTNIK Monika,False,0,17,HRASTNIK M,16,49050000,SLO19940607,14,10017602955,,0,,18,24
