,BirthDate,CategoryCode,FamilyName,GivenName,Id,Nation,Outfit,PrintName,Protected,RaceId,RaceNr,ScoreboardName,StartOrder,StartTime,UciCode,UciRank,UciRiderId,UciTeamCode,UciTeamId,UciTeamName,WorldCupRank,Age
2001,1990-02-08T00:00:00,WE,NICOLE,Myriam,1197024565271776,FRA,WCL,NICOLE Myriam,False,0,1,NICOLE M,1,48600000,FRA19900208,1,10004535237,CVN,1590,COMMENCAL / VALLNORD,1,28
2002,1987-12-06T00:00:00,WE,ATHERTON,Rachel,1197024565271777,GBR,NCh,ATHERTON Rachel,False,0,2,ATHERTON R,2,48630000,GBR19871206,5,10003434487,TDH,1598,TREK FACTORY RACING DH,2,30
2003,1995-06-15T00:00:00,WE,SEAGRAVE,Tahnee,1197024565271778,GBR,,SEAGRAVE Tahnee,False,0,3,SEAGRAVE T,3,48660000,GBR19950615,2,10007414016,FMD,1863,TRANSITION BIKES / MUC-OFF FACTORY RACING,3,23
2004,1997-03-12T00:00:00,WE,CABIROU,Marine,1197024565271779,FRA,,CABIROU Marine,False,0,4,CABIROU M,4,48690000,FRA19970312,4,10009563069,VVR,2096,VOULVOUL RACING,4,21
2006,1988-06-13T00:00:00,WE,HANNAH,Tracey,1197024565271780,AUS,NCh,HANNAH Tracey,False,0,6,HANNAH T,5,48720000,AUS19880613,3,10003732258,URT,1608,POLYGON UR,6,30
2007,1986-09-19T00:00:00,WE,SIEGENTHALER,Emilie,1197024565271781,SUI,,SIEGENTHALER Emilie,False,0,7,SIEGENTHALER,6,48750000,SUI19860919,6,10004167243,PFR,1864,PIVOT FACTORY RACING,7,31
2008,1989-04-27T00:00:00,WE,CURD,Katy,1197024565271782,GBR,,CURD Katy,False,0,8,CURD K,7,48780000,GBR19890427,30,10006044292,,0,,8,29
2009,1994-06-07T00:00:00,WE,HRASTNIK,Monika,1197024565271783,SLO,CCh,HRASTNIK Monika,False,0,9,HRASTNIK M,8,48810000,SLO19940607,7,10017602955,,0,,9,24
2010,1994-05-06T00:00:00,WE,SALAZAR,Mariana,1197024565271784,ESA,,SALAZAR Mariana,False,0,10,SALAZAR M,9,48840000,ESA19940506,23,10007687838,DOR,1867,DORVAL AM,10,24
2011,1991-11-06T00:00:00,WE,CAPPELLARI,Carina,1197024565271785,SUI,NCh,CAPPELLARI Carina,False,0,11,CAPPELLARI C,10,48870000,SUI19911106,10,10006911535,MNR,2039,HIAG DATA - NS-BIKES FACTORY RACING,11,26
2012,1993-03-08T00:00:00,WE,WIDMANN,Veronika,1197024565271786,ITA,,WIDMANN Veronika,False,0,12,WIDMANN V,11,48900000,ITA19930308,15,10007423312,FSF,2238,FS FUNN,12,25
2013,1990-03-02T00:00:00,WE,MILLER,Miranda,1197024565271787,CAN,WCh,MILLER Miranda,False,0,13,MILLER M,12,48930000,CAN19900302,9,10005872726,SGR,1667,SPECIALIZED GRAVITY,13,28
2014,1998-08-02T00:00:00,WE,A'HERN,Sian,1197024565271788,AUS,,A'HERN Sian,False,0,14,A'HERN S,13,48960000,AUS19980802,28,10010802043,,0,,14,19
2015,1988-02-10T00:00:00,WE,RUBESAM,Sandra,1197024565271789,GER,,RUBESAM Sandra,False,0,15,RUBESAM S,14,48990000,GER19880210,21,10052523258,,0,,15,30
2017,1999-03-12T00:00:00,WE,CHAPPAZ,Melanie,1197024565271790,FRA,,CHAPPAZ Melanie,False,0,17,CHAPPAZ M,15,49020000,FRA19990312,11,10011008066,HTH,3167,HOPE TECHNOLOGY,0,19
2018,1995-07-09T00:00:00,WE,RONNING,Frida Helena,1197024565271791,NOR,NCh,RONNING Frida Helena,False,0,18,RONNING F,16,49050000,NOR19950709,16,10008084326,,0,,16,22
2019,1996-08-02T00:00:00,WE,HOFFMANN,Nina Charlott,1197024565271792,GER,,HOFFMANN Nina Charlott,False,0,19,HOFFMANN N,17,49080000,GER19960802,26,10015887065,,0,,0,21
2020,1993-09-29T00:00:00,WE,NOGUEIRA,Camila,1197024565271793,ARG,,NOGUEIRA Camila,False,0,20,NOGUEIRA C,18,49110000,ARG19930929,27,10008589635,,0,,0,24
2021,1993-11-12T00:00:00,WE,DELEST,Agnes,1197024565271794,FRA,,DELEST Agnes,False,0,21,DELEST A,19,49140000,FRA19931112,31,10006981455,,0,,0,24
2022,1995-01-25T00:00:00,WE,RUTZ,Lea Salome,1197024565271795,SUI,,RUTZ Lea Salome,False,0,22,RUTZ L,20,49170000,SUI19950125,34,10010012000,,0,,0,23
2023,1984-04-10T00:00:00,WE,WOHLGENSINGER,Alexandra,1197024565271796,SUI,,WOHLGENSINGER Alexandra,False,0,23,WOHLGENSINGE,21,49200000,SUI19840410,40,10010735153,,0,,0,34
2024,1995-03-29T00:00:00,WE,BEECROFT,Danielle,1197024565271797,AUS,,BEECROFT Danielle,False,0,24,BEECROFT D,22,49230000,AUS19950329,41,10008176878,,0,,0,23
2025,1996-01-18T00:00:00,WE,MOLLOY,Tegan,1197024565271798,AUS,,MOLLOY Tegan,False,0,25,MOLLOY T,23,49260000,AUS19960118,42,10008826980,KON,1012,KONA FACTORY TEAM,0,22
2026,1996-11-15T00:00:00,WE,HUBSCHER,Janine,1197024565271799,SUI,,HUBSCHER Janine,False,0,26,HUBSCHER J,24,49290000,SUI19961115,47,10059628813,,0,,0,21
